Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Durham Road, West Wimbledon, London, SW20","£1,695,000",Semi-Detached,4.0,4.0,"1,980 sq ft"
"Westbourne Terrace, London,  W2, W2","£1,695,000",Flat,3.0,2.0,"1,156 sq ft"
"Dumont, Albert Embankment, London, SE1","£1,695,000",Apartment,2.0,2.0,815 sq ft
"Holborn Close, Mill Hill","£1,695,000",Flat,3.0,3.0,Ask agent
"Deerhurst Court, Holborn Close, Mill Hill, London, NW7","£1,695,000",Apartment,3.0,3.0,Ask agent
"Fernshaw Close, Chelsea","£1,695,000",Semi-Detached,3.0,2.0,Ask agent
"Cornwall Gardens, London, SW7","£1,695,000",Flat,2.0,2.0,988 sq ft
"Wilkinson Street, South Lambeth","£1,695,000",House,4.0,2.0,"19,612 sq ft"
"Cadogan Terrace, London","£1,695,000",Terraced,3.0,2.0,"1,498 sq ft"
"Draycott Avenue, Chelsea","£1,695,000",Duplex,2.0,2.0,Ask agent
"Fernshaw Close, Fernshaw Road, London, SW10","£1,695,000",Semi-Detached,3.0,2.0,"1,553 sq ft"
"Old Court Place, London, W8","£1,695,000",Flat,3.0,2.0,"1,249 sq ft"
"Westbourne Terrace, 
Bayswater, W2","£1,695,000",Terraced,3.0,2.0,"1,160 sq ft"
"Wills Grove, London, NW7","£1,695,000",Detached,4.0,1.0,Ask agent
"Frognal Rise, London","£1,695,000",Flat,2.0,2.0,Ask agent
"Durham Road, Wimbledon, London, SW20","£1,695,000",End of Terrace,4.0,4.0,"1,957 sq ft"
Kensington High Street Kensington W14,"£1,695,000",Apartment,2.0,2.0,Ask agent
"Corringway, Ealing, London, W5","£1,695,000",House,4.0,3.0,"1,880 sq ft"
"Cornwall Gardens, South Kensington, SW7","£1,695,000",Apartment,2.0,2.0,945 sq ft
"Montpelier Avenue, Ealing, W5","£1,695,000",Detached,3.0,2.0,Ask agent
"The Dumont, 27 Albert Embankment, London","£1,695,000",Apartment,2.0,2.0,813 sq ft
"Gainsborough Gardens, London, NW3","£1,695,000",Duplex,2.0,2.0,"1,051 sq ft"
"Brim Hill, Hampstead Garden Suburb","£1,695,000",Detached,4.0,1.0,"1,421 sq ft"
"Queens Gate Terrace, London, SW7","£1,695,000",Apartment,2.0,2.0,"1,666 sq ft"
"Westbourne Terrace, Bayswater","£1,695,000",Flat,3.0,2.0,Ask agent
"Beauval Road, East Dulwich","£1,695,000",Terraced,6.0,3.0,Ask agent
"Courtfield Gardens, London, SW5","£1,695,000",Apartment,2.0,2.0,"1,001 sq ft"
"Wellington Road, Enfield","£1,695,000",Detached,5.0,2.0,Ask agent
"Egerton Gardens, Knightsbridge, London, SW3","£1,695,000",Apartment,2.0,2.0,902 sq ft
"Belgravia Mansions, Holbein Place, London, SW1W","£1,695,000",Flat,2.0,2.0,"1,105 sq ft"
"Wellington Road, Enfield, EN1","£1,695,000",Detached,5.0,2.0,"2,755 sq ft"
"Penthouse at City Approach, Islington, EC1V","£1,695,000",Penthouse,3.0,3.0,"1,665 sq ft"
"Pine Grove, Wimbledon, SW19","£1,695,000",Town House,4.0,2.0,"1,528 sq ft"
"Rutland Gate, London, SW7","£1,695,000",Flat,2.0,2.0,888 sq ft
"Montrose Court, 
Princes Gate, SW7","£1,695,000",Flat,2.0,2.0,"1,028 sq ft"
"Westbourne Terrace, Bayswater, London, W2","£1,695,000",Flat,3.0,3.0,"1,188 sq ft"
"Durham Road, West Wimbledon","£1,695,000",Semi-Detached,4.0,4.0,"1,995 sq ft"
"Myddelton Park, Whetstone, N20","£1,695,000",Detached,5.0,4.0,"2,853 sq ft"
"Wilshire House, Battersea Power Station, London, SW11","£1,692,000",Apartment,2.0,2.0,932 sq ft
"Dunmore Road, West Wimbledon, SW20","£1,690,000",Semi-Detached,4.0,3.0,"2,077 sq ft"
"Ullswater Crescent, London SW15","£1,690,000",Semi-Detached,5.0,4.0,Ask agent
"Chelverton Road, Putney","£1,690,000",Terraced,5.0,2.0,Ask agent
"Chase Side, Southgate, N14","£1,690,000",Detached,5.0,2.0,Ask agent
"Lexham Gardens, London, W8","£1,690,000",Flat,2.0,2.0,"1,105 sq ft"
"Legacy Building, 1 Viaduct Gardens, London, SW11 7AY","£1,690,000",Apartment,2.0,2.0,Ask agent
"The Dumont, 27 Albert Embankment, London, SE1","£1,690,000",Apartment,2.0,2.0,816 sq ft
"Ullswater Crescent, London, SW15","£1,690,000",Semi-Detached,5.0,4.0,Ask agent
"Queen's Gate, South Kensington, SW7","£1,690,000",Apartment,2.0,2.0,927 sq ft
"Kennington Lane, London, SE11 5","£1,690,000",Apartment,3.0,2.0,"1,067 sq ft"
"Spurgeon Avenue, London, SE19","£1,685,000",Detached,6.0,6.0,"2,492 sq ft"
"Flanders Road, Chiswick","£1,685,000",Semi-Detached,4.0,2.0,Ask agent
"Coda, Battersea, London, SW11","£1,685,000",Flat,3.0,3.0,"1,070 sq ft"
"52 Garrett Mansions, London, W2","£1,685,000",Apartment,2.0,2.0,843 sq ft
"Merano Residences, Albert Embankment, London, SE1","£1,680,000",Apartment,2.0,2.0,"1,177 sq ft"
"Warwick Lane,
London,
W14 8FN","£1,680,000",Retirement Property,2.0,2.0,904 sq ft
London Dock,"£1,680,000",Flat,3.0,2.0,"1,077 sq ft"
"Chelsea Botanica, London SW6, sw6","£1,680,000",Flat,3.0,3.0,Ask agent
"Battersea Roof Gardens, Battersea SW11","£1,680,000",Apartment,2.0,2.0,963 sq ft
"Warren House, Beckford Close, London","£1,680,000",Flat,3.0,3.0,"1,603 sq ft"
"The Dumont, SE1","£1,679,500",Apartment,2.0,2.0,815 sq ft
"Spice Quay Heights, Shad Thames, SE1","£1,675,000",Apartment,2.0,2.0,Ask agent
"St. Georges Square, SW1V","£1,675,000",Flat,3.0,3.0,"1,136 sq ft"
"Smith Street, Chelsea, London, SW3","£1,675,000",Flat,3.0,2.0,870 sq ft
"Artesian Road, The Westbourne, W2","£1,675,000",Penthouse,2.0,2.0,"1,173 sq ft"
"Florida Street, 
East London, E2","£1,675,000",Terraced,3.0,2.0,"1,603 sq ft"
"Ashbourne Road, W5","£1,675,000",Detached,5.0,4.0,Ask agent
"Egliston Mews, 
West Putney, SW15","£1,675,000",House,5.0,3.0,Ask agent
"Lord Kensington House, 5 Radnor Terrace, London, W14","£1,675,000",Apartment,2.0,2.0,"1,096 sq ft"
"Rodney Point, 309 Rotherhithe Street, London, SE16","£1,675,000",Penthouse,3.0,3.0,"1,626 sq ft"
"Sterne Street, London W12","£1,675,000",Terraced,4.0,3.0,Ask agent
"Bartholomew Square, London, EC1V","£1,675,000",Apartment,4.0,2.0,"1,524 sq ft"
"Cottenham Park Road, West Wimbledon","£1,675,000",Semi-Detached,4.0,3.0,Ask agent
"Elgar Avenue, London, W5","£1,675,000",Semi-Detached,6.0,3.0,"2,542 sq ft"
"Park Close, Ilchester Place, London, W14","£1,675,000",Flat,3.0,2.0,"1,110 sq ft"
"Duck Lane, London, Greater London, W1F","£1,675,000",Apartment,3.0,2.0,"1,043 sq ft"
"Woodstock Road, London, W4","£1,675,000",Link Detached House,5.0,3.0,"1,972 sq ft"
"Wilton Way, London, E8","£1,675,000",End of Terrace,3.0,3.0,"1,457 sq ft"
"Cleveland Square, London, W2","£1,675,000",Flat,2.0,2.0,"1,151 sq ft"
"Charles House, Kensington High Street, London W14","£1,675,000",Apartment,2.0,3.0,Ask agent
"Gunnersbury Mews, 
Gunnersbury, W4","£1,675,000",End of Terrace,5.0,4.0,Ask agent
"Cadogan Terrace, Victoria Park, London, E9","£1,675,000",Terraced,4.0,2.0,"1,910 sq ft"
"Laurel Road, West Wimbledon","£1,675,000",Semi-Detached,6.0,2.0,Ask agent
"Lewis Cubitt Square, Kings Cross, London","£1,675,000",Apartment,2.0,2.0,Ask agent
"Carmarthen Place, London Bridge, London, SE1","£1,675,000",Detached,2.0,2.0,"1,391 sq ft"
"Holmes Road, London","£1,675,000",Flat,3.0,2.0,"1,548 sq ft"
"Merino Gardens, London Dock, E1W","£1,675,000",Apartment,3.0,3.0,Ask agent
"Scholars Road, Balham","£1,675,000",House,5.0,3.0,"1,981 sq ft"
"Elgar Avenue, London, W5","£1,675,000",Detached,6.0,3.0,Ask agent
"3 Merchant Square, Paddington","£1,675,000",Apartment,2.0,2.0,982 sq ft
"Capella, Kings Cross, London, N1C 4AB","£1,670,000",Apartment,2.0,2.0,862 sq ft
"The Ariel, Television Centre, Wood Lane, London, W12","£1,670,000",Apartment,3.0,2.0,"1,031 sq ft"
Broadway London SW1H,"£1,665,000",Apartment,1.0,1.0,Ask agent
"Great Portland Street, London, W1W 5","£1,664,000",Apartment,1.0,1.0,581 sq ft
Broadway London SW1H,"£1,655,000",Apartment,1.0,1.0,Ask agent
"Carnation Way, London, SW8","£1,652,000",Apartment,2.0,1.0,Ask agent
"Orleans Road, London, SE19","£1,650,000",Detached,4.0,3.0,"2,319 sq ft"
"Faulkner House, Tierney Lane, Fulham Reach, W6","£1,650,000",Apartment,2.0,2.0,"1,163 sq ft"
"Courtfield Gardens, South Kensington, London, SW5","£1,650,000",Flat,3.0,3.0,"1,584 sq ft"
"Shepherds Hill, N6","£1,650,000",Apartment,5.0,2.0,Ask agent
"Faulkner House, Fulham Reach, London","£1,650,000",Apartment,2.0,2.0,"1,164 sq ft"
"Colville Road, London, W11","£1,650,000",Flat,2.0,1.0,736 sq ft
"Willoughby Road, Turnpike Lane","£1,650,000",Detached,7.0,4.0,Ask agent
"Chapter House, Covent Garden, WC2","£1,650,000",Apartment,2.0,2.0,845 sq ft
11 Basil Street Knightsbridge SW3,"£1,650,000",Flat,2.0,2.0,Ask agent
"Muswell Road, London, N10","£1,650,000",Terraced,4.0,1.0,Ask agent
"Albany Mansions, Albert Bridge Road, Battersea, London, SW11","£1,650,000",Flat,4.0,2.0,"1,246 sq ft"
1 Casson Square London SE1 7EN,"£1,650,000",Apartment,2.0,2.0,"1,112 sq ft"
"Gubyon Avenue, Herne Hill, SE24","£1,650,000",End of Terrace,5.0,2.0,Ask agent
"Baltimore Wharf, 
Millwall, E14","£1,650,000",Flat,2.0,2.0,"1,500 sq ft"
"The Pembridge, 
66-74 Notting Hill Gate, W11","£1,650,000",Flat,2.0,2.0,990 sq ft
"Colville Road, London, W11","£1,650,000",Flat,2.0,1.0,749 sq ft
"Cleveland Square, Bayswater, London, W2","£1,650,000",Flat,2.0,2.0,"1,151 sq ft"
"Dereham Place, London, EC2A","£1,650,000",Terraced,3.0,3.0,Ask agent
"Wellington House, 70 Buckingham Gate, St James's Park, London, SW1E","£1,650,000",Apartment,2.0,2.0,930 sq ft
"Gatliff Road, 
Grosvenor Waterside, SW1W","£1,650,000",Flat,3.0,3.0,"1,263 sq ft"
"Capella, Kings Cross, London, N1C 4AB","£1,650,000",Apartment,2.0,2.0,862 sq ft
"Faulkner House, Fulham Reach, W6","£1,650,000",Flat,2.0,2.0,Ask agent
"Westminster Palace Gardens, Westminster, London, SW1P","£1,650,000",Apartment,3.0,2.0,"1,513 sq ft"
"The Pembridge, Notting Hill, W2","£1,650,000",Apartment,2.0,2.0,990 sq ft
"Manor Road, Stoke Newington, N16","£1,650,000",Terraced,3.0,1.0,Ask agent
"The Bishops Avenue, Hampstead Garden Suburb, East Finchley, Highgate North London N2","£1,650,000",Apartment,3.0,2.0,"1,625 sq ft"
"Dingley Place, Old Street, London, EC1V","£1,650,000",Maisonette,2.0,1.0,"2,048 sq ft"
"Eton Avenue, London","£1,650,000",Flat,2.0,2.0,"1,802 sq ft"
"Cottenham Park Road, Wimbledon Village","£1,650,000",Semi-Detached,4.0,3.0,Ask agent
"Merano Residences, Albert Embankment, Vauxhall, London, SE1","£1,650,000",Flat,2.0,2.0,"1,180 sq ft"
"Cornwall Gardens, South Kensington, London, SW7","£1,650,000",Maisonette,3.0,2.0,"1,362 sq ft"
"Beechwood Avenue, Finchley N3","£1,650,000",Detached,4.0,3.0,"3,099 sq ft"
"Albany Mansions, Albert Bridge Road, Battersea Park, London, SW11","£1,650,000",Flat,4.0,2.0,"1,246 sq ft"
"Edgarley Terrace, London, SW6","£1,650,000",Terraced,4.0,3.0,"1,658 sq ft"
"Carrara Tower, 250 City Road, EC1V","£1,650,000",Apartment,2.0,2.0,"1,029 sq ft"
"Hertford Street, London, W1J","£1,650,000",Apartment,2.0,2.0,Ask agent
"Cathcart Road, London, SW10","£1,650,000",Apartment,2.0,2.0,964 sq ft
"Beechwood Avenue, Finchley, London, N3","£1,650,000",Detached,4.0,3.0,Ask agent
"Haydon Park Road, London, SW19","£1,650,000",Semi-Detached,4.0,2.0,Ask agent
"Queen's Gate, South Kensington, London, SW7","£1,650,000",Flat,2.0,1.0,Ask agent
"Durham Terrace, Notting Hill, W2","£1,650,000",Flat,2.0,2.0,"1,096 sq ft"
"Exchange Court, Covent Garden WC2","£1,650,000",Apartment,2.0,2.0,924 sq ft
"Cheshire Street, London, E2","£1,650,000",Terraced,4.0,3.0,"1,783 sq ft"
"Petersham Road, Richmond, TW10","£1,650,000",Apartment,3.0,3.0,Ask agent
"Five Riverlight Quay, Nine Elms, London","£1,650,000",Apartment,3.0,2.0,"1,112 sq ft"
"Highgate, Muswell Hill N10, N10","£2,100,000",End of Terrace,5.0,2.0,"2,260 sq ft"
"Belvedere Row Apartments, Shepherd's Bush, W12","£2,200,000",Flat,3.0,2.0,"1,458 sq ft"
One Blackfriars SE1,"£2,200,000",Apartment,2.0,2.0,"1,344 sq ft"
"St. Johns Road, Richmond, TW9","£2,200,000",House,5.0,2.0,Ask agent
Ranelagh Avenue,"£2,200,000",Terraced,4.0,3.0,Ask agent
"L-000849, 2 Electric Boulevard, Battersea","£2,200,000",Apartment,3.0,3.0,Ask agent
"Cadogan Gardens, Chelsea, London, SW3","£2,200,000",Apartment,2.0,1.0,911 sq ft
"Broad Court, London, WC2B","£2,200,000",Apartment,2.0,2.0,912 sq ft
"Harbour Avenue, London, SW10","£2,200,000",Flat,2.0,2.0,"1,035 sq ft"
"Walham Grove, London","£2,200,000",Terraced,4.0,2.0,"1,860 sq ft"
"Abell House, Westminster, London","£2,200,000",Apartment,2.0,2.0,"1,079 sq ft"
"St. Stephens Avenue, Ealing, London","£2,200,000",Detached,5.0,2.0,"3,291 sq ft"
"Battersea Roof Gardens. Electric Boulevard, Battersea Power Station","£2,200,000",Apartment,2.0,3.0,"1,292 sq ft"
"Coombe Lane, Wimbledon, SW20","£2,200,000",Semi-Detached,4.0,4.0,"2,575 sq ft"
"Coombe Lane, West Wimbledon, London, SW20","£2,200,000",Terraced,4.0,4.0,"2,575 sq ft"
"101 Cleveland Street, Marylebone, London","£2,200,000",Apartment,2.0,2.0,928 sq ft
"Ronin Mews, London, E8","£2,200,000",Semi-Detached,3.0,3.0,"1,859 sq ft"
"The Residences, 9 Millbank, Westminster, SW1P","£2,200,000",Flat,2.0,2.0,967 sq ft
"Queen's Gate Gardens, South Kensington SW7","£2,200,000",Apartment,3.0,2.0,"1,272 sq ft"
"East Churchfield Road, London, W3","£2,200,000",Semi-Detached,5.0,3.0,"2,881 sq ft"
"One Blackfriars, Blackfriars Road, London, SE1","£2,200,000",Apartment,2.0,2.0,"1,345 sq ft"
"Sedlescombe Road, London, SW6","£2,200,000",Terraced,5.0,3.0,"2,137 sq ft"
"Russell Gardens Mews, Holland Park","£2,200,000",Terraced,4.0,3.0,Ask agent
"White City Living, 
54 Wood Lane, W12","£2,200,000",Flat,3.0,2.0,"1,381 sq ft"
"Russell Gardens Mews, London, W14","£2,200,000",Mews,5.0,3.0,"2,255 sq ft"
Langton Way London SE3,"£2,000,000",Semi-Detached,4.0,2.0,Ask agent
"Cadogan Gardens, 
Chelsea, SW3","£2,200,000",Flat,2.0,1.0,940 sq ft
Princes Square,"£2,200,000",Apartment,2.0,2.0,"1,083 sq ft"
"Southlands Drive, Wimbledon, London, SW19","£2,200,000",End of Terrace,6.0,3.0,"2,654 sq ft"
"Sloane Gardens, Sloane Square, London, SW1W","£2,200,000",Maisonette,2.0,2.0,"1,162 sq ft"
"Norfolk Square Mews, Paddington, London, W2","£2,200,000",Mews,4.0,3.0,"2,060 sq ft"
"Hamlet Road, London, SE19","£2,200,000",Detached,7.0,3.0,"3,487 sq ft"
"Barbican, London, EC2Y","£2,200,000",Flat,3.0,2.0,Ask agent
"Strand Chambers, Strand, WC2R","£2,200,000",Apartment,2.0,2.0,"1,138 sq ft"
"Southbank Tower 55 Upper Ground, London, SE1","£2,200,000",Apartment,2.0,2.0,"1,375 sq ft"
"Snaresbrook Road, Wanstead, London","£2,200,000",Terraced,6.0,1.0,"2,901 sq ft"
"Porchester Terrace, Bayswater, London, W2","£2,200,000",House,4.0,2.0,"1,617 sq ft"
"Cresford Road, SW6","£2,200,000",Terraced,5.0,3.0,"2,125 sq ft"
"Warbeck Road, London, W12","£2,200,000",Semi-Detached,5.0,3.0,Ask agent
"The Ridings, Ealing, London, W5","£2,200,000",Detached,5.0,5.0,"2,871 sq ft"
"Juniper Drive, London, SW18","£2,200,000",Apartment,3.0,,Ask agent
"St Mary Abbots Terrace, Kensington, W14","£2,200,000",Terraced,5.0,2.0,Ask agent
"Sloane Gardens, London, SW1W","£2,200,000",Flat,2.0,2.0,"1,162 sq ft"
"Alderney Street, LONDON, SW1V","£2,200,000",Terraced,4.0,3.0,"1,899 sq ft"
"Southbank Tower, 55 Upper Ground, London, SE1","£2,200,000",Apartment,2.0,2.0,"1,168 sq ft"
"New Kings Road, Parsons Green","£2,200,000",Apartment,4.0,3.0,Ask agent
"Hamlet Road, Crystal Palace, SE19","£2,200,000",House,7.0,3.0,"3,487 sq ft"
"Kew Road, Richmond, TW9","£2,200,000",Terraced,4.0,3.0,"2,743 sq ft"
"Ranelagh Avenue, Barnes, London, SW13","£2,200,000",Terraced,4.0,3.0,"1,904 sq ft"
"Switch House East, Battersea Power Station, London SW8","£2,200,000",Apartment,1.0,1.0,"1,603 sq ft"
"Evering Road, Stoke Newington","£2,000,000",Terraced,6.0,2.0,Ask agent
"One Thames City, Nine Elms, London SW8","£2,200,000",Apartment,3.0,2.0,Ask agent
"Paddington Exchange, Paddington, W2","£2,200,000",Flat,3.0,3.0,"1,250 sq ft"
"Netheravon Road, Chiswick","£2,200,000",Semi-Detached,5.0,4.0,Ask agent
"The Tower, St George Wharf, Battersea, London, SW8","£2,200,000",House,3.0,2.0,"1,391 sq ft"
150 Vaughan Way,"£2,200,000",,3.0,3.0,Ask agent
"One Blackfriars Road, London","£2,200,000",Apartment,2.0,2.0,Ask agent
"Henry Tate Mews, London, SW16","£2,200,000",House,5.0,4.0,Ask agent
"Narbonne Avenue, Clapham","£2,200,000",House,4.0,4.0,Ask agent
"101 On Cleveland, W1T","£2,200,000",Apartment,2.0,2.0,Ask agent
"Bridford Mews, London, W1W","£2,200,000",Mews,3.0,3.0,"1,515 sq ft"
"High Holborn, London, WC1V","£2,200,000",Penthouse,3.0,2.0,"1,805 sq ft"
Woodwarde Road Dulwich,"£2,200,000",Semi-Detached,5.0,2.0,Ask agent
"One Blackfriars, Blackfriars Road, London, SE1.","£2,200,000",Flat,2.0,2.0,"1,797 sq ft"
"Sloane Gardens, Chelsea","£2,200,000",Flat,2.0,2.0,Ask agent
"Balliol Road, LONDON, W10","£2,200,000",House,4.0,3.0,"1,711 sq ft"
"Abell House, 31 John Islip Street, Westminster, London, SW1P","£2,200,000",Flat,2.0,2.0,"1,079 sq ft"
"Dover Street, London, W1S","£2,200,000",Flat,2.0,2.0,"1,132 sq ft"
"The Whiteley, Queensway, London","£2,198,000",Apartment,1.0,1.0,629 sq ft
"The Whiteley, Bayswater, W2","£2,198,000",Apartment,1.0,1.0,629 sq ft
"Ennismore Gardens, Knightsbridge, London, SW7","£2,195,000",Apartment,2.0,2.0,970 sq ft
"199 Knightsbridge, SW7","£2,195,000",Studio,,1.0,634 sq ft
"Sheen Park, Richmond, TW9","£2,195,000",Semi-Detached,6.0,4.0,Ask agent
"34 Belsize Road, London","£2,195,000",Terraced,3.0,2.0,"1,552 sq ft"
"Gladstone House, Strand, London, WC2R","£2,195,000",Flat,2.0,2.0,"1,087 sq ft"
"View Road, Highgate, London, N6","£1,895,000",Flat,3.0,2.0,"1,579 sq ft"
"Abercorn Place, St John's Wood, London, NW8","£2,195,000",Apartment,3.0,2.0,"1,590 sq ft"
"Ossulton Way, Hampstead Garden Suburb, N2","£2,195,000",Semi-Detached,5.0,3.0,Ask agent
"Lytton Close, Hampstead Garden Suburb","£2,195,000",Semi-Detached,4.0,2.0,Ask agent
"Gladstone House , 190 The Strand","£2,195,000",Apartment,2.0,2.0,Ask agent
"Belsize Road, Swiss Cottage NW6","£2,195,000",House,3.0,2.0,"1,553 sq ft"
"Cotman Close, Hampstead Garden Suburb","£2,195,000",Semi-Detached,4.0,3.0,"2,028 sq ft"
"Maze Road, Kew, Surrey, TW9","£2,195,000",Semi-Detached,4.0,2.0,"1,916 sq ft"
"Abercorn Place, St John's Wood, London, NW8","£2,195,000",Flat,3.0,2.0,"1,609 sq ft"
"Portobello Road, London, W11","£2,195,000",Maisonette,3.0,3.0,"1,438 sq ft"
"Edgware Road, London","£2,190,000",Flat,3.0,2.0,"1,399 sq ft"
"Warwick Lane,
London,
W14 8FN","£2,190,000",Retirement Property,2.0,2.0,"1,110 sq ft"
"Donnington Road, Kensal Rise, London, NW10","£2,175,000",House,5.0,3.0,"2,911 sq ft"
"Kenilworth Avenue, Wimbledon, London, SW19","£2,175,000",Semi-Detached,5.0,3.0,Ask agent
"Lexington House, 10 - 14 Auriol Road, London, W14","£2,170,000",Duplex,2.0,2.0,"1,151 sq ft"
"Broom Road, Teddington, TW11","£2,160,000",House,4.0,3.0,"1,743 sq ft"
"Distillery Wharf Parr's Way, London, W6 9","£2,160,000",Apartment,3.0,1.0,"1,235 sq ft"
"L-000875, 15 Electric Boulevard, Battersea","£2,160,000",Apartment,2.0,2.0,Ask agent
"Patshull Road, Kentish Town, NW5","£2,155,500",Terraced,5.0,2.0,"2,387 sq ft"
"Patshull Road, London","£2,155,500",House,5.0,3.0,"2,251 sq ft"
"Patshull Road, Kentish Town","£2,155,500",Terraced,5.0,3.0,Ask agent
"Cleveland Gardens, Barnes, London, SW13","£2,150,000",Terraced,5.0,2.0,"2,072 sq ft"
"Lyndhurst Way, Peckham Rye","£2,150,000",Terraced,5.0,3.0,Ask agent
"Parker Street, 
Covent Garden, WC2B","£2,150,000",Flat,2.0,2.0,797 sq ft
"Druce Road, Dulwich Village, SE21","£2,150,000",Semi-Detached,4.0,2.0,"1,884 sq ft"
"Upbrook Mews, Bayswater, London, W2","£1,990,000",Mews,3.0,3.0,"1,444 sq ft"
"Farleigh Road N16, Stoke Newington","£2,150,000",House,5.0,4.0,Ask agent
"Walsingam, Queensmead, St. John's Wood Park, London, NW8","£2,150,000",Apartment,3.0,2.0,"1,410 sq ft"
"Haselbury House, 81 George Street","£2,150,000",Apartment,2.0,2.0,"1,046 sq ft"
"Draycott Place, Chelsea, London, SW3","£2,150,000",Flat,3.0,2.0,"1,090 sq ft"
"Lowndes Square, Knightsbridge, SW1X","£2,150,000",Apartment,2.0,2.0,918 sq ft
"Eccleston Square, Westminster","£2,150,000",Flat,2.0,2.0,Ask agent
"Elvaston Place, South Kensington SW7","£2,150,000",Apartment,2.0,2.0,"1,985 sq ft"
"Marylebone Mansions, Marylebone, W1H","£2,150,000",Apartment,2.0,3.0,"1,031 sq ft"
"Bushnell Road, SW17","£2,150,000",House,5.0,3.0,Ask agent
"Kingsway, Covent Garden London, WC2B","£2,150,000",,3.0,2.0,Ask agent
"Alder House, 2 Electric Boulevard, London, SW11","£2,150,000",Apartment,3.0,3.0,"1,225 sq ft"
"Coombe Lane, West Wimbledon, London, SW20","£2,150,000",Terraced,4.0,4.0,"2,513 sq ft"
"Portman Square, Marylebone, London, W1H","£2,150,000",Apartment,2.0,2.0,"1,168 sq ft"
"Claremont Road, London, N6","£2,150,000",Terraced,4.0,4.0,Ask agent
"15 Portman Square, Marylebone W1H","£2,150,000",Flat,2.0,2.0,"1,168 sq ft"
"Wycombe Square, London","£2,150,000",Flat,2.0,2.0,"1,173 sq ft"
"Coombe Lane, Wimbledon, SW20","£2,150,000",Semi-Detached,4.0,4.0,"2,513 sq ft"
"Lyndhurst Way, Peckham Rye, SE15","£2,150,000",Town House,5.0,3.0,Ask agent
"Queens Gate, London, SW7","£2,150,000",Flat,4.0,3.0,"1,293 sq ft"
"Whitehall Court, St James's, London, SW1A","£2,150,000",Flat,2.0,1.0,934 sq ft
"Parker Street, London, WC2B","£2,150,000",Apartment,2.0,2.0,823 sq ft
"Tudor House, One Tower Bridge, London","£2,150,000",Apartment,2.0,2.0,974 sq ft
"Macfarlane Road, Lonon, W12","£2,150,000",Link Detached House,4.0,3.0,Ask agent
"George Street, Marylebone, London, W1U","£2,150,000",Flat,2.0,2.0,"1,042 sq ft"
"Old Yard, Queens Park, London, NW10, United Kingdom","£1,895,000",Town House,4.0,2.0,"1,424 sq ft"
"Bryanston Square, London, W1H","£2,150,000",Apartment,3.0,1.0,"1,134 sq ft"
"Kensington Park Gardens, London, W11","£2,150,000",Flat,2.0,2.0,"1,143 sq ft"
"Coleraine Road, London","£2,150,000",Semi-Detached,5.0,2.0,Ask agent
"Queen's Gate Gardens, South Kensington","£2,150,000",Flat,3.0,2.0,Ask agent
"Trafalgar Gardens, South End Row, London, W8","£2,150,000",Penthouse,3.0,3.0,"1,318 sq ft"
"Trafalgar Gardens, South End Row, Kensington, W8","£2,150,000",Flat,3.0,3.0,Ask agent
"George Street, London","£2,150,000",Flat,2.0,2.0,Ask agent
"ABERCORN PLACE, St John's Wood, London, NW8","£2,150,000",Flat,3.0,3.0,"1,293 sq ft"
"Hamilton Terrace, London, NW8","£2,150,000",Apartment,2.0,2.0,"1,155 sq ft"
"Abercorn Place, St. John's Wood","£2,150,000",Apartment,3.0,3.0,Ask agent
"Chapter House, Covent Garden, Parker Street, WC2B","£2,150,000",Apartment,2.0,2.0,797 sq ft
"Bryanston Mews West, London, W1H","£2,150,000",Apartment,3.0,2.0,"1,515 sq ft"
"1 Hampstead Lane,
London,
N6 4RS","£2,150,000",Retirement Property,2.0,2.0,"1,138 sq ft"
"Whittingstall Road, Fulham, London, SW6","£2,150,000",Terraced,6.0,3.0,"2,178 sq ft"
"Holland Park, London, W11","£2,150,000",Apartment,2.0,2.0,"1,422 sq ft"
"Farleigh Road, 
Stoke Newington, N16","£2,150,000",Terraced,5.0,4.0,Ask agent
"Harrington Gardens, London, SW7","£2,150,000",Duplex,2.0,2.0,"1,255 sq ft"
"Queens Gate Gardens, South Kensington, London, SW7","£2,150,000",Flat,3.0,2.0,"1,214 sq ft"
"Cornforth Lane, Mill Hill, London, NW7","£2,150,000",Semi-Detached,5.0,4.0,Ask agent
"Holland Park, London, W11","£2,150,000",Flat,2.0,2.0,"1,517 sq ft"
"Hamilton Terrace, St John's Wood, NW8","£2,150,000",Flat,3.0,2.0,"1,124 sq ft"
"Elm Park Gardens, Chelsea, London, SW10, United Kingdom","£2,150,000",Flat,2.0,2.0,"1,089 sq ft"
"Sugar Quay, 1 Water Lane, London, EC3R","£2,150,000",Flat,2.0,2.0,"1,076 sq ft"
"High Road, LONDON, N20","£2,150,000",House,6.0,,Ask agent
"Park Modern, Apartment 15, 123 Bayswater Road, London, W2","£2,150,000",Apartment,1.0,1.0,619 sq ft
"High Road, London, N20","£2,150,000",Semi-Detached,6.0,5.0,"3,521 sq ft"
"Hamilton Terrace, St John's Wood NW8","£2,150,000",Flat,2.0,2.0,"1,155 sq ft"
"Wrentham Avenue, LONDON, NW10","£2,125,000",Terraced,6.0,1.0,"1,874 sq ft"
